order_id,order_date,sales_qty,sales_amount,restaurant_id,order_status,table_no,order_type,customer_name,customer_address,customer_phone,courier_id
451,"2025-06-15 02:09:02",2,378,420637,canceled,NULL,Delivery,"Vanna Kitto","13977 Myrtle Street, Topeka, Kansas, 66642",785-891-6987,159
452,"2025-04-04 18:16:28",6,1167,420675,completed,NULL,Delivery,"Luella McShirrie","58 Banding Plaza, Merrifield, Virginia, 22119",571-132-5518,70
453,"2025-05-03 17:14:09",5,644,421155,pending,NULL,Delivery,"Hermie Fulks","24803 Independence Terrace, Louisville, Kentucky, 40298",502-620-0383,103
454,"2025-01-28 09:41:58",5,730,427606,canceled,NULL,Delivery,"Mattheus Rymour","6 Fremont Lane, Albuquerque, New Mexico, 87201",505-490-8977,167
455,"2025-02-24 14:49:42",4,228,427610,completed,NULL,Delivery,"Emmalee Castello","013 Eagan Crossing, Tulsa, Oklahoma, 74170",918-143-7175,75
456,"2025-09-03 10:47:47",8,2560,428013,pending,NULL,Delivery,"Fitz Antonelli","822 Pankratz Trail, Washington, District of Columbia, 20062",202-521-9431,338
457,"2025-07-17 18:40:16",5,1595,430451,canceled,NULL,Delivery,"Myriam Barck","4391 Little Fleur Crossing, Hartford, Connecticut, 06160",860-436-7877,531
458,"2025-11-16 14:31:26",3,360,431115,completed,NULL,Delivery,"Karoly Bridgewood","2 Charing Cross Hill, Birmingham, Alabama, 35236",205-605-0774,695
459,"2025-05-10 04:47:40",3,384,431339,pending,NULL,Delivery,"Lilllie Rohan","4 Truax Crossing, Columbus, Mississippi, 39705",662-985-4783,383
460,"2025-02-21 03:23:12",4,75,431552,canceled,NULL,Delivery,"Wiley Theobold","2868 Hauk Park, Austin, Texas, 78764",512-304-1213,303
461,"2025-05-12 12:04:08",5,250,432675,completed,NULL,Delivery,"Odele Ralton","8 Graceland Trail, Fort Worth, Texas, 76105",682-499-7626,120
462,"2025-11-17 12:36:00",2,140,432684,pending,NULL,Delivery,"Ernestus Kirgan","1721 Hovde Trail, Houston, Texas, 77266",832-698-1427,150
463,"2025-09-08 05:18:46",3,270,433648,canceled,NULL,Delivery,"Merrilee Sibbson","62 Lukken Circle, Topeka, Kansas, 66617",785-238-7881,740
464,"2025-03-19 07:10:15",4,525,435582,completed,NULL,Delivery,"Rod Horsted","5 Sloan Hill, Baltimore, Maryland, 21216",410-401-0580,80
465,"2025-12-25 15:41:37",2,380.96,437616,pending,NULL,Delivery,"Rosella Boddy","75 Barnett Alley, Garden Grove, California, 92645",714-643-6328,353
466,"2025-12-15 09:05:04",6,825,439417,canceled,NULL,Delivery,"Marlee Snary","8335 Dunning Pass, Fresno, California, 93773",559-424-6515,520
467,"2025-08-24 14:52:10",8,1810,439487,completed,NULL,Delivery,"Nata Turone","8 Alpine Drive, Spring, Texas, 77386",281-360-7771,257
468,"2025-06-26 11:27:37",1,120,440811,pending,NULL,Delivery,"Zandra Morrilly","1479 Main Junction, Tallahassee, Florida, 32314",850-848-7796,105
469,"2025-01-07 16:30:47",3,165,440878,canceled,NULL,Delivery,"Tiff Hassin","18 Mayer Circle, El Paso, Texas, 88569",915-990-4051,132
470,"2025-02-11 00:46:13",8,1222,440950,completed,NULL,Delivery,"Syd Pepper","5500 Rutledge Plaza, Albuquerque, New Mexico, 87140",505-900-5735,645
471,"2025-07-16 18:17:43",1,80,442180,pending,NULL,Delivery,"Dave Strethill","5410 8th Place, Torrance, California, 90505",310-923-5310,558
472,"2025-08-12 03:09:36",2,160,443028,canceled,NULL,Delivery,"Sayer Stanner","9 Dottie Avenue, Montgomery, Alabama, 36195",334-778-2406,683
473,"2025-06-15 14:24:39",3,297,447526,completed,NULL,Delivery,"Blaire Kroch","71641 Jackson Hill, El Paso, Texas, 88530",915-907-5328,541
474,"2025-08-16 13:47:55",2,14,448046,pending,NULL,Delivery,"Kermy Ivanishin","15569 Southridge Way, Louisville, Kentucky, 40266",502-531-4228,113
475,"2025-08-13 16:06:59",5,690,451742,canceled,NULL,Delivery,"Dre Duester","23 Mccormick Pass, Seattle, Washington, 98148",206-317-0844,623
476,"2025-08-25 11:42:17",4,925,451743,completed,NULL,Delivery,"Donnell Hartles","303 Oxford Lane, Boston, Massachusetts, 02203",617-475-9339,625
477,"2025-10-11 01:55:59",3,240,456922,pending,NULL,Delivery,"Hew Goulter","341 Merrick Way, Houston, Texas, 77040",979-581-5887,471
478,"2025-04-13 00:59:45",3,677,459775,canceled,NULL,Delivery,"Demetrius McCumskay","54679 Dorton Hill, Raleigh, North Carolina, 27626",919-876-5846,155
479,"2025-03-28 07:35:17",6,1054,459776,completed,NULL,Delivery,"Duff Caddy","8118 Bluestem Drive, Milwaukee, Wisconsin, 53220",414-161-6717,153
480,"2025-09-15 17:33:56",2,400,460692,pending,NULL,Delivery,"Godfry Gasticke","4 Sauthoff Way, Clearwater, Florida, 34615",727-822-4785,85
481,"2025-02-11 03:54:15",5,246,461084,canceled,NULL,Delivery,"Anne-marie Stiling","75213 Kinsman Circle, Jeffersonville, Indiana, 47134",812-168-4054,722
482,"2025-05-18 11:02:00",11,1501,461724,completed,NULL,Delivery,"Mace Ecob","8501 Holmberg Trail, Cincinnati, Ohio, 45223",513-994-7590,186
483,"2025-01-08 14:43:28",7,1350,462070,pending,NULL,Delivery,"Willyt Matyushenko","87550 Center Plaza, Tulsa, Oklahoma, 74108",918-821-6801,194
484,"2025-09-21 15:20:24",1,420,462172,canceled,NULL,Delivery,"Davis Attlee","21120 Derek Drive, Shawnee Mission, Kansas, 66215",913-691-2284,562
485,"2025-05-19 06:58:04",3,319,462505,completed,NULL,Delivery,"Husein McDowall","1947 Straubel Circle, Fort Worth, Texas, 76198",682-762-8628,653
486,"2025-01-10 09:44:23",8,1775,473193,pending,NULL,Delivery,"Malanie Cobbald","6 Starling Hill, Santa Barbara, California, 93111",805-159-2256,242
487,"2025-01-19 15:19:33",10,2660,475283,canceled,NULL,Delivery,"Karil Tolmie","1344 Ilene Circle, Petaluma, California, 94975",707-889-4241,99
488,"2025-09-27 06:50:19",10,2430,476303,completed,NULL,Delivery,"Emily Pauler","2395 Onsgard Parkway, Baltimore, Maryland, 21229",410-156-6828,620
489,"2025-12-11 09:55:54",3,559.33,477627,pending,NULL,Delivery,"Aldric Aime","65211 Nova Plaza, Eugene, Oregon, 97405",541-996-7214,345
490,"2025-07-29 11:27:21",4,203.4,477628,canceled,NULL,Delivery,"Dorry O'Moylan","778 Sunnyside Junction, South Bend, Indiana, 46620",574-281-5010,390
491,"2025-07-05 03:24:25",10,1335,478348,completed,NULL,Delivery,"Jakie Sturges","6723 Hauk Pass, Dallas, Texas, 75342",469-589-2076,270
492,"2025-01-21 03:00:34",6,829,478936,pending,NULL,Delivery,"Norrie Coode","9681 Mifflin Crossing, Birmingham, Alabama, 35220",205-665-6164,343
493,"2025-01-02 17:50:27",6,1170,480203,canceled,NULL,Delivery,"Leora Palmby","13 Florence Park, Colorado Springs, Colorado, 80940",719-331-0885,325
494,"2025-06-06 16:11:52",5,1598,483552,completed,NULL,Delivery,"Sisely Shinfield","78380 Burrows Plaza, Richmond, Virginia, 23237",804-378-3639,414
495,"2025-11-22 06:40:00",6,754,484449,pending,NULL,Delivery,"Lissy Shambrooke","2 Melody Point, Sacramento, California, 95865",916-658-0403,842
496,"2025-03-20 05:38:40",8,1482,486482,canceled,NULL,Delivery,"Delainey Gasperi","6 Fallview Terrace, Beaufort, South Carolina, 29905",843-964-4061,440
497,"2025-10-28 10:22:47",3,600,487422,completed,NULL,Delivery,"Alex Tunesi","70581 Melby Alley, El Paso, Texas, 88558",915-870-8477,482
498,"2025-09-29 22:42:17",9,2481,489011,pending,NULL,Delivery,"Peterus Ostridge","9 Onsgard Alley, Los Angeles, California, 90087",213-487-0500,337
499,"2025-11-08 11:36:37",3,150,489362,canceled,NULL,Delivery,"Zacharia Sneyd","74884 Cambridge Center, El Paso, Texas, 79955",915-960-7111,423
500,"2025-10-06 17:18:04",6,810,489422,completed,NULL,Delivery,"Micaela Pund","73 Monterey Drive, Monroe, Louisiana, 71208",318-113-2835,667
501,"2025-11-20 07:35:43",6,640,494001,pending,NULL,Delivery,"Jose Lauridsen","387 Spohn Pass, Charleston, West Virginia, 25305",304-232-6159,422
502,"2025-02-25 18:57:03",6,860,494588,canceled,NULL,Delivery,"Hugibert Vasiliu","44 Westend Junction, Decatur, Georgia, 30089",678-773-4669,377
503,"2025-08-15 22:37:57",8,1249,497063,completed,NULL,Delivery,"Dareen Totterdill","2 Chinook Point, Kingsport, Tennessee, 37665",423-624-4369,593
504,"2025-03-29 18:45:13",1,105,497638,pending,NULL,Delivery,"Lucie Crab","78417 Sommers Drive, Tucson, Arizona, 85754",520-785-4904,603
505,"2025-03-31 03:59:51",5,770,499377,canceled,NULL,Delivery,"Crawford Pibworth","99 Hauk Road, Redwood City, California, 94064",650-747-3675,729
506,"2025-03-12 13:32:48",1,70,500628,completed,NULL,Delivery,"Gabi Tibb","9 Fieldstone Parkway, Metairie, Louisiana, 70005",504-805-6495,209
507,"2025-02-23 08:28:29",3,210,501701,pending,NULL,Delivery,"Rasla Care","41 Daystar Center, Monticello, Minnesota, 55585",763-412-7618,469
508,"2025-06-15 08:46:58",7,520,503432,canceled,NULL,Delivery,"Dun Osgarby","05309 Almo Drive, Augusta, Georgia, 30911",706-467-0388,764
509,"2025-11-16 19:31:45",2,100,503717,completed,NULL,Delivery,"Andee Hatchard","2618 Lukken Drive, Huntington, West Virginia, 25705",304-887-4464,244
510,"2025-02-19 17:27:30",7,160,508318,pending,NULL,Delivery,"Bevan Minto","98 Meadow Vale Junction, Riverside, California, 92519",951-872-6035,176
511,"2025-01-09 03:45:12",6,299,508583,canceled,NULL,Delivery,"Keriann Pinock","797 Fulton Pass, Durham, North Carolina, 27705",434-753-0426,696
512,"2025-04-16 18:02:59",10,975,508701,completed,NULL,Delivery,"Charlot Puttergill","90 Artisan Pass, San Francisco, California, 94121",858-895-2318,637
513,"2025-06-11 23:06:41",7,1349,510109,pending,NULL,Delivery,"Theobald Kewley","15 Schlimgen Circle, Huntsville, Alabama, 35815",256-329-6982,425
514,"2025-03-20 02:32:51",6,480,514288,canceled,NULL,Delivery,"Blisse Beers","795 Twin Pines Park, Hayward, California, 94544",925-563-4529,768
515,"2025-02-22 18:26:27",2,380,516171,completed,NULL,Delivery,"Courtenay Vaen","41379 Schlimgen Park, Columbus, Ohio, 43226",614-627-1282,234
516,"2025-08-26 02:17:04",7,300,517814,pending,NULL,Delivery,"Darline Reavey","2765 Hagan Terrace, San Bernardino, California, 92415",760-605-4632,227
517,"2025-08-04 22:18:49",8,1700,517939,canceled,NULL,Delivery,"Lucille Dudley","2063 Loftsgordon Center, Memphis, Tennessee, 38131",901-341-3689,417
518,"2025-03-04 22:08:03",6,1418,518548,completed,NULL,Delivery,"Desdemona Trazzi","7642 Grayhawk Road, Richmond, Virginia, 23260",804-542-6493,535
519,"2025-03-23 22:34:08",8,1470,518803,pending,NULL,Delivery,"Aline Robelow","475 Chive Trail, Beaumont, Texas, 77705",409-964-2421,551
520,"2025-06-21 06:49:29",8,860,518819,canceled,NULL,Delivery,"Brunhilda Le Ball","76978 International Avenue, Las Vegas, Nevada, 89160",702-395-4291,538
521,"2025-07-19 00:59:07",6,1780,519622,completed,NULL,Delivery,"Leonid Bridgeman","822 Milwaukee Place, Honolulu, Hawaii, 96845",808-221-3929,679
522,"2025-03-11 07:45:51",5,1268,523044,pending,NULL,Delivery,"Malvin Sahnow","03399 Reindahl Alley, Indianapolis, Indiana, 46216",317-444-1873,507
523,"2024-12-31 00:19:27",5,370,528374,canceled,NULL,Delivery,"Abeu Dysert","82 Warbler Trail, Chicago, Illinois, 60669",312-874-8436,815
524,"2025-08-21 23:51:35",6,550,529171,completed,NULL,Delivery,"Vitoria Rising","8417 Hallows Street, Boca Raton, Florida, 33499",561-874-1065,223
525,"2025-11-22 12:29:06",8,1340,530878,pending,NULL,Delivery,"Thadeus Sallis","450 Schlimgen Drive, Decatur, Georgia, 30033",770-444-7669,92
526,"2025-02-21 13:16:03",1,69,530909,canceled,NULL,Delivery,"Karl Massow","1 Red Cloud Center, New York City, New York, 10079",212-538-5813,63
527,"2025-01-26 13:27:41",7,1000,530955,completed,NULL,Delivery,"Butch Killingsworth","8730 Anniversary Drive, Atlanta, Georgia, 30336",404-683-0796,845
528,"2025-04-22 16:39:14",3,396,531342,pending,NULL,Delivery,"Corabel Merrgan","50 Glendale Avenue, Lubbock, Texas, 79452",806-957-2452,4
529,"2025-10-05 08:31:38",2,340,531363,canceled,NULL,Delivery,"Sande Pietruschka","41314 Oriole Drive, Norfolk, Virginia, 23509",757-486-5622,170
530,"2025-05-19 12:48:02",6,1190,532670,completed,NULL,Delivery,"Mildrid Ridding","1272 Eagan Pass, Ogden, Utah, 84409",801-386-4340,567
531,"2025-07-08 10:57:49",4,625,533186,pending,NULL,Delivery,"Phylys Parkman","22 Eagle Crest Alley, Louisville, Kentucky, 40215",502-445-4795,267
532,"2025-12-17 20:50:36",7,510,533855,canceled,NULL,Delivery,"Andonis Mateja","694 Elmside Place, Washington, District of Columbia, 20268",202-722-3357,716
533,"2025-11-25 21:19:01",4,640,536328,completed,NULL,Delivery,"Skylar Cherrett","77333 Pankratz Alley, Wilmington, Delaware, 19886",302-628-3701,573
534,"2025-07-03 02:32:51",8,825,536499,pending,NULL,Delivery,"Berthe Phinnessy","40925 Columbus Avenue, Houston, Texas, 77020",281-581-9746,566
535,"2025-10-24 12:48:10",2,540,537808,canceled,NULL,Delivery,"Galina Conrad","2687 Farragut Crossing, Jacksonville, Florida, 32259",904-692-7694,737
536,"2025-07-30 22:55:03",9,2400,539663,completed,NULL,Delivery,"Marilin Elflain","399 Manley Alley, New York City, New York, 10270",718-215-9608,786
537,"2025-08-21 09:27:10",1,80,543530,pending,NULL,Delivery,"Sibyl Hickford","0184 School Lane, Jersey City, New Jersey, 07305",201-567-2737,11
538,"2025-02-02 10:56:10",3,150,545273,canceled,NULL,Delivery,"Lilias Perrington","90474 Colorado Plaza, Topeka, Kansas, 66617",785-511-2151,104
539,"2025-07-04 15:09:28",8,967,545808,completed,NULL,Delivery,"Eunice Truin","907 Basil Junction, Hyattsville, Maryland, 20784",301-640-0164,515
540,"2025-06-04 01:22:38",6,1764,546127,pending,NULL,Delivery,"Kurt Hanigan","4888 Vera Terrace, Fort Worth, Texas, 76121",817-555-8039,830
541,"2025-01-18 05:10:38",6,1634,546139,canceled,NULL,Delivery,"Karissa Brodway","63 East Trail, Indianapolis, Indiana, 46231",317-641-4076,759
542,"2025-03-08 19:15:20",9,1025,549242,completed,NULL,Delivery,"Franciska Hacaud","6661 Michigan Point, Hamilton, Ohio, 45020",937-102-9171,254
543,"2025-05-26 03:29:31",5,500,549383,pending,NULL,Delivery,"Fitz Pirt","23964 Kensington Street, Denver, Colorado, 80243",303-771-7595,639
544,"2025-02-26 17:31:37",8,982,549624,canceled,NULL,Delivery,"Alphonso Ead","5 Melby Point, Colorado Springs, Colorado, 80910",719-929-1768,497
545,"2025-03-30 18:11:48",9,1160,549633,completed,NULL,Delivery,"Dewie Jellman","43093 Holmberg Plaza, Lexington, Kentucky, 40505",859-656-6621,597
546,"2025-07-09 01:47:19",1,133,550910,pending,NULL,Delivery,"Isa Celez","94 Bartelt Terrace, Birmingham, Alabama, 35215",205-374-9631,354
547,"2025-05-05 12:54:44",8,785,551512,canceled,NULL,Delivery,"Kerry Sugden","55656 Lerdahl Road, New Orleans, Louisiana, 70116",504-798-3662,117
548,"2025-09-05 07:55:51",2,220,552372,completed,NULL,Delivery,"Bartolemo O'Mailey","98 Duke Avenue, Toledo, Ohio, 43699",419-604-1353,770
549,"2025-08-03 03:48:11",10,1510,553404,pending,NULL,Delivery,"Aldwin Gelderd","1 Raven Center, Durham, North Carolina, 27705",919-251-3201,587
550,"2025-04-20 05:53:00",8,1590,553999,canceled,NULL,Delivery,"Dotti Spottswood","0 Oak Terrace, New Orleans, Louisiana, 70154",504-329-3242,273
551,"2025-07-14 05:04:00",9,900,554195,completed,NULL,Delivery,"Sherm Raccio","2687 Kennedy Alley, Knoxville, Tennessee, 37931",865-872-9275,849
552,"2025-03-08 16:34:46",6,1155,557008,pending,NULL,Delivery,"Becky Trumper","6 Green Ridge Drive, Columbus, Ohio, 43226",614-951-5656,360
553,"2025-10-03 03:37:13",8,1565,558957,canceled,NULL,Delivery,"Meagan Jeannon","6 Vera Park, Charlotte, North Carolina, 28263",704-554-1533,334
554,"2025-05-01 00:46:38",9,1470,565260,completed,NULL,Delivery,"Peadar Garnul","04 Chive Lane, Huntington, West Virginia, 25711",304-872-4722,318
555,"2025-01-03 13:53:52",8,790,567335,pending,NULL,Delivery,"Kele Flobert","13 Lake View Court, Louisville, Kentucky, 40220",502-914-5412,1
556,"2025-05-29 22:18:53",1,70,567664,canceled,NULL,Delivery,"Carolyn Klement","9 Stoughton Alley, Rochester, New York, 14604",585-231-2505,129
557,"2025-11-06 12:06:55",7,1950,573649,completed,NULL,Delivery,"Dame Jain","03781 Bobwhite Drive, Trenton, New Jersey, 08650",609-648-0882,66
558,"2025-07-25 14:43:05",3,900,573656,pending,NULL,Delivery,"Mar Humphrys","176 Katie Avenue, Bakersfield, California, 93399",661-781-6643,69
559,"2025-01-11 20:32:44",4,240,575990,canceled,NULL,Delivery,"Sharl McCurlye","0 Springview Park, Las Vegas, Nevada, 89125",702-117-9904,284
560,"2025-05-13 06:58:12",4,320,577891,completed,NULL,Delivery,"Candie Althorpe","35 Melby Terrace, San Jose, California, 95138",408-436-7874,561
561,"2025-03-06 09:26:51",1,100,578207,pending,NULL,Delivery,"Brittani Meegin","0182 Killdeer Hill, Fort Lauderdale, Florida, 33320",754-664-0774,317
562,"2025-02-22 01:08:29",3,105,579040,canceled,NULL,Delivery,"Corny Pottberry","9596 Rockefeller Terrace, Anaheim, California, 92825",714-579-3193,780
563,"2025-12-04 21:23:27",5,290,579047,completed,NULL,Delivery,"Caresa Locard","8 New Castle Terrace, Modesto, California, 95397",209-784-4784,744
564,"2025-11-08 18:27:09",6,580,580202,pending,NULL,Delivery,"Jeth Manifold","4385 Bluestem Pass, Oklahoma City, Oklahoma, 73109",405-207-8709,605
565,"2025-02-26 04:48:50",3,575.14,97199,canceled,NULL,Delivery,"Kirbie Scarr","8 Pepper Wood Park, Plano, Texas, 75074",214-843-0794,363
566,"2025-11-06 09:15:05",7,3053,101351,completed,NULL,Delivery,"Shaylyn Cottell","02829 Maywood Lane, Gatesville, Texas, 76598",254-158-1445,323
567,"2025-10-04 03:47:30",6,845,102037,pending,NULL,Delivery,"Lorin Axston","034 Grim Way, Mesa, Arizona, 85210",480-987-9443,309
568,"2025-07-25 05:07:43",7,2605,102038,canceled,NULL,Delivery,"Charles Pawlett","384 Rigney Way, North Las Vegas, Nevada, 89036",702-211-6790,510
569,"2025-09-13 19:41:54",8,1660,102039,completed,NULL,Delivery,"Nicolea Koppens","04 Kinsman Point, Memphis, Tennessee, 38181",901-566-5794,797
570,"2025-07-17 04:29:20",5,948,102040,pending,NULL,Delivery,"Huberto Carress","0 Butterfield Court, Topeka, Kansas, 66667",785-920-4833,837
571,"2025-05-23 13:42:20",4,1380,102041,canceled,NULL,Delivery,"Renato O'Fallon","71659 Harbort Circle, Phoenix, Arizona, 85072",602-391-3613,590
572,"2025-10-21 00:19:56",1,230,102042,completed,NULL,Delivery,"Sterne Abrehart","6958 Graedel Parkway, New York City, New York, 10260",212-685-7749,379
573,"2025-04-30 18:18:54",6,1460,102219,pending,NULL,Delivery,"Marlo Lardnar","3954 Lotheville Plaza, Duluth, Georgia, 30096",678-316-4038,449
574,"2025-01-21 22:15:00",1,395,102571,canceled,NULL,Delivery,"Shadow Hallatt","7493 Carioca Drive, El Paso, Texas, 79977",915-812-7263,616
575,"2025-04-15 01:59:25",7,1970,102577,completed,NULL,Delivery,"Coraline Morford","800 Dapin Plaza, Charlotte, North Carolina, 28247",704-288-8585,807
576,"2025-10-31 06:34:19",2,589,102578,pending,NULL,Delivery,"Jerrine Leate","93469 Oak Valley Circle, Pensacola, Florida, 32575",850-963-5908,763
577,"2025-03-06 21:48:52",2,260,102579,canceled,NULL,Delivery,"Leah Timpany","5781 Rusk Terrace, Minneapolis, Minnesota, 55470",612-918-6866,545
578,"2025-07-21 17:42:42",3,855,102581,completed,NULL,Delivery,"Leisha Danzig","84 Kenwood Drive, Phoenix, Arizona, 85025",623-833-1303,632
579,"2025-03-03 18:27:39",3,210,102582,pending,NULL,Delivery,"Bryce Goburn","08250 Messerschmidt Alley, Washington, District of Columbia, 20220",202-711-6145,473
580,"2025-02-28 09:56:06",7,2163,102631,canceled,NULL,Delivery,"Paulie Janak","15669 Southridge Road, New York City, New York, 10165",646-601-9299,794
581,"2025-12-16 17:26:07",4,712,102842,completed,NULL,Delivery,"Roda Caesar","00 Mcbride Lane, New York City, New York, 10155",646-744-4064,327
582,"2025-06-12 11:39:40",1,270,103649,pending,NULL,Delivery,"Barnaby Lettuce","7 Michigan Lane, Cincinnati, Ohio, 45271",513-412-1205,525
583,"2025-08-06 04:05:17",4,1110,104147,canceled,NULL,Delivery,"Grange Schlagtmans","97002 Mockingbird Terrace, Albuquerque, New Mexico, 87121",505-466-2034,586
584,"2025-11-30 00:16:09",9,3129,104481,completed,NULL,Delivery,"Marcellus Kuschek","980 Autumn Leaf Trail, White Plains, New York, 10606",845-270-1502,565
585,"2025-09-01 11:02:21",4,560,109258,pending,NULL,Delivery,"Nicolis Graves","33776 Blaine Point, Houston, Texas, 77218",713-117-0418,411
586,"2025-08-07 09:14:09",3,195,109387,canceled,NULL,Delivery,"Konstantine Roylance","9 Dayton Trail, Sacramento, California, 95813",916-976-0033,800
587,"2025-04-11 09:38:35",10,2115,109548,completed,NULL,Delivery,"Myles Barnewille","048 Pond Crossing, Rochester, New York, 14652",585-707-1659,577
588,"2025-02-02 12:10:10",4,740,109549,pending,NULL,Delivery,"Idell Brychan","147 Steensland Parkway, Eugene, Oregon, 97405",541-799-7519,480
589,"2025-08-03 02:57:14",5,580,109550,canceled,NULL,Delivery,"Linet Counter","14 Mayer Pass, Albany, New York, 12227",518-644-2278,385
590,"2025-05-21 20:05:13",8,580,109839,completed,NULL,Delivery,"Lisa Colnett","5670 Gulseth Way, Oklahoma City, Oklahoma, 73197",405-566-5638,445
591,"2025-09-15 06:26:57",11,2329,111386,pending,NULL,Delivery,"Kandace Wildman","75619 Meadow Ridge Lane, Memphis, Tennessee, 38188",901-600-7489,733
592,"2024-12-31 21:26:28",3,690,113036,canceled,NULL,Delivery,"Margalit McPaik","79 Everett Circle, Lincoln, Nebraska, 68505",402-818-4262,572
593,"2025-10-20 05:58:27",7,1981.9,113948,completed,NULL,Delivery,"Vernice McCafferky","471 West Lane, Portland, Oregon, 97201",503-996-1520,298
594,"2025-08-21 21:16:26",1,90,115931,pending,NULL,Delivery,"Pearle Fruish","56 Shoshone Avenue, Naples, Florida, 33963",239-361-0190,741
595,"2025-12-21 15:18:27",3,510,116272,canceled,NULL,Delivery,"Millard Lesurf","4 Lillian Trail, Pittsburgh, Pennsylvania, 15240",412-402-2512,629
596,"2025-01-09 08:11:22",5,1690,116273,completed,NULL,Delivery,"Lanie Cockle","2 Dapin Court, Temple, Texas, 76505",254-962-3516,339
597,"2025-12-05 05:16:43",1,145,120193,pending,NULL,Delivery,"Tobiah Dunlea","0 Crownhardt Way, Orlando, Florida, 32835",407-324-8762,788
598,"2025-07-21 22:31:23",6,555,124500,canceled,NULL,Delivery,"Charin Leftly","78 American Street, Louisville, Kentucky, 40287",502-673-7248,707
599,"2025-07-24 04:01:02",7,1000,125180,completed,NULL,Delivery,"Chance McWard","6 Petterle Road, Fort Wayne, Indiana, 46857",260-586-7055,717
600,"2025-11-20 17:48:55",6,1140,126128,pending,NULL,Delivery,"Aksel Cawthron","63379 Brown Crossing, Delray Beach, Florida, 33448",561-263-4133,548
601,"2025-06-08 11:58:53",3,180,127306,canceled,NULL,Delivery,"Willyt Wayt","1 Lindbergh Alley, Spokane, Washington, 99205",509-716-4777,732
602,"2025-11-16 17:36:20",4,1000,127463,completed,NULL,Delivery,"Rollie Porter","884 Nancy Terrace, Austin, Texas, 78749",512-842-4573,798
603,"2025-11-26 09:39:16",9,1937,129550,pending,NULL,Delivery,"Ellene Flaonier","20 Shopko Terrace, Roanoke, Virginia, 24020",540-117-8872,392
604,"2025-07-07 13:31:10",2,750,129551,canceled,NULL,Delivery,"Mathilda Rowthorn","31 Raven Way, Topeka, Kansas, 66629",785-822-2885,560
605,"2025-07-02 15:35:42",3,380,129691,completed,NULL,Delivery,"Carley Evangelinos","4 Rieder Court, Las Vegas, Nevada, 89120",702-675-0474,432
606,"2025-03-31 22:52:51",2,280,131676,pending,NULL,Delivery,"Susanetta Antcliffe","9 Debs Circle, Baton Rouge, Louisiana, 70826",225-554-2700,406
607,"2025-10-20 13:46:54",6,763,132538,canceled,NULL,Delivery,"Parnell Gormally","415 Montana Lane, Denver, Colorado, 80262",303-979-7122,699
608,"2025-10-09 15:47:36",6,630,133352,completed,NULL,Delivery,"Idell Kerfoot","6884 Thackeray Trail, Atlanta, Georgia, 30392",404-973-9069,294
609,"2025-07-05 10:26:08",9,1740,134569,pending,NULL,Delivery,"Meghann Trulocke","941 Upham Lane, Winston Salem, North Carolina, 27150",336-420-4283,368
610,"2025-04-01 12:07:34",4,975,137701,canceled,NULL,Delivery,"Delbert Kiddie","5 Everett Junction, Dayton, Ohio, 45408",937-710-1969,280
611,"2025-03-03 04:12:31",11,2075,138890,completed,NULL,Delivery,"Lia Esmonde","39 Hintze Plaza, Van Nuys, California, 91499",213-753-8033,272
612,"2025-02-04 10:16:03",3,210,138891,pending,NULL,Delivery,"Miner Aikman","33055 Union Trail, Austin, Texas, 78764",512-740-0417,329
613,"2025-10-09 10:30:11",7,1910,139864,canceled,NULL,Delivery,"Janot Coulston","82242 Marcy Pass, Fredericksburg, Virginia, 22405",540-312-4278,435
614,"2025-06-01 12:06:12",8,2120,141706,completed,NULL,Delivery,"Shirlene Tarney","31664 Parkside Point, New Orleans, Louisiana, 70187",504-610-1477,465
615,"2025-05-06 21:46:44",2,400,143143,pending,NULL,Delivery,"Engelbert Maes","38 Debs Pass, Tyler, Texas, 75710",903-805-9144,333
616,"2025-08-11 18:16:27",8,1175,143194,canceled,NULL,Delivery,"Alonzo Vicker","770 Village Green Court, Beaumont, Texas, 77713",409-841-7596,599
617,"2025-02-09 07:51:15",4,1826,150497,completed,NULL,Delivery,"Alicia Cuschieri","83 International Hill, Oakland, California, 94660",510-321-8162,296
618,"2025-09-24 18:31:44",7,2273,153339,pending,NULL,Delivery,"Freddie Fishpool","116 Corscot Way, San Diego, California, 92132",858-647-0710,680
619,"2025-05-11 17:35:28",3,695,154840,canceled,NULL,Delivery,"Bunny Brogini","2457 Randy Terrace, Port Saint Lucie, Florida, 34985",772-407-7300,420
620,"2025-06-08 21:14:54",1,35,156542,completed,NULL,Delivery,"Carson Sanja","159 Dovetail Hill, Phoenix, Arizona, 85067",602-113-4955,189
621,"2025-03-20 22:04:21",6,588,156587,pending,NULL,Delivery,"Shea Stoodale","3836 Scoville Place, Arlington, Virginia, 22225",571-275-5639,50
622,"2025-11-27 12:19:39",2,238,156588,canceled,NULL,Delivery,"Dick Franzel","495 Hauk Center, Saginaw, Michigan, 48609",989-328-6199,19
623,"2025-06-10 06:23:01",1,70,156590,completed,NULL,Delivery,"Babb Drewitt","97 Montana Parkway, El Paso, Texas, 88525",915-558-8722,42
624,"2025-12-04 21:53:28",5,200,156592,pending,NULL,Delivery,"Corinne Danielian","55 Eastlawn Trail, Migrate, Kentucky, 41905",502-217-0920,171
